ID,YEAR_INSTALLED,FAILURE_STATE,Altitude (m),HQ_ADDRESS_ZIP,PIPE - 1 DIA,PIPE - 2 DIA,Service Time(Years),FITTING_MATERIAL_TEXT,PIPE - 1 MATERIAL,PIPE - 2 MATERIAL,MF_INVOLVED_TEXT,MF_TYPE_TEXT,LEAK_LOCATION_A_TEXT,LEAK_LOCATION_B_TEXT,LEAK_LOCATION_C_TEXT,MANUFACTURE,CAUSE OF LEAK,LEAK_OCCURRED_TEXT
35675,1998,VA,"28 
",23836,6,1.5,16,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,OTHER,LEAKED THROUGH SEAL
44084,1997,OH,"221 
",43216,6,1.5,16,STEEL,PLASTIC,PLASTIC,STAB,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,RW LYALL,INCORRECT OPERATION,LEAKED THROUGH SEAL
36061,1998,NY,"21 
",10003,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,EQUIPMENT,LEAKED THROUGH SEAL
43500,1998,KS,"325 
",66213,6,1.5,16,STEEL,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,ADAPTER,BELOWGROUND,OUTSIDE,METER SET,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
6727,2001,TX,"209 
",78205,6,1.25,16,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,UNKNOWN,NATURAL FORCES,LEAKED THROUGH SEAL
47602,1997,CA,"5 
",94107,6,1.5,16,PLASTIC,PLASTIC,PLASTIC,STAB,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,INCORRECT OPERATION,LEAKED THROUGH SEAL
47320,1997,IN,"195 
",46410,6,1.5,16,STEEL,STEEL,STEEL,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,CORROSION,LEAKED THROUGH BODY
27808,1999,OH,"255 
",43055,6,1.25,16,STEEL,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,RISER,ABOVEGROUND,OUTSIDE,METER SET,NORMAC (NORTON MCMURRAY),INCORRECT OPERATION,LEAKED THROUGH SEAL
43720,1998,IL,"157 
",62234,6,1.25,16,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,NUT FOLLOWER,ADAPTER,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,NATURAL FORCES,LEAKED THROUGH SEAL
37122,1998,HI,0,96802,6,1.25,16,STEEL,STEEL,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,NORMAC (NORTON MCMURRAY),OTHER,LEAKED THROUGH SEAL
28568,1999,CA,"128 
",94583,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,OTHER,LEAKED THROUGH SEAL
1112,2001,NY,"21 
",10003,6,1.5,16,PLASTIC,PLASTIC,PLASTIC,STAB,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,EQUIPMENT,LEAKED THROUGH SEAL
1585,2001,MI,"302 
",49201,6,1.5,16,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
27120,1999,KY,"142 
",40202,6,1.5,16,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,INCORRECT OPERATION,LEAKED THROUGH SEAL
42808,1998,NC,"40 
",27894,6,1.5,16,PLASTIC,PLASTIC,PLASTIC,BOLTED,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,PERFECTION,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
57091,1995,OH,"221 
",43216,6,1.25,16,STEEL,PLASTIC,STEEL,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,NORMAC,OTHER,LEAKED THROUGH SEAL
35406,1998,KY,"322 
",40512,6,1.25,16,STEEL,STEEL,PLASTIC,OTHER COMPRESSION TYPE FITTING,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,OTHER,LEAKED THROUGH SEAL
45366,1997,NJ,"95 
",7922,6,1.25,16,STEEL,STEEL,STEEL,BOLTED,VALVE,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,KEROTEST,EQUIPMENT,LEAKED THROUGH SEAL
52699,1995,IN,"170 
",47025,6,1.5,16,PLASTIC,PLASTIC,CAST/WROUGHT IRON,NUT FOLLOWER,RISER,BELOWGROUND,OUTSIDE,METER SET,NORMAC,EQUIPMENT,PULLED OUT
27086,1999,KY,"142 
",40202,6,1.25,16,STEEL,STEEL,STEEL,NUT FOLLOWER,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
56892,1995,MA,"90 
",1581,6,1.25,16,PLASTIC,STEEL,STEEL,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,DRESSER,OTHER,LEAKED THROUGH SEAL
988,2001,VA,"28 
",23836,6,1.5,16,STEEL,STEEL,PLASTIC,NUT FOLLOWER,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,CORROSION,LEAKED THROUGH BODY
15208,2000,NC,"208 
",28210,6,1.25,16,STEEL,STEEL,STEEL,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
38632,1998,NY,"81 
",14649,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,BOLTED,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,OTHER,EQUIPMENT,LEAKED THROUGH SEAL
45990,1997,OH,"250 
",43130,6,1.25,16,STEEL,PLASTIC,STEEL,NUT FOLLOWER,RISER,BELOWGROUND,OUTSIDE,METER SET,NORMAC (NORTON MCMURRAY),MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
12941,2000,KY,"142 
",40202,6,1.5,16,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,RISER,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,MATERIAL OR WELDS/FUSIONS,PULLED OUT
57745,1995,MI,"302 
",49201,6,1.5,16,STEEL,PLASTIC,STEEL,NUT FOLLOWER,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,NATURAL FORCES,LEAKED THROUGH SEAL
37537,1998,KY,"142 
",40202,6,1.25,16,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,METER SET,NORMAC (NORTON MCMURRAY),NATURAL FORCES,LEAKED THROUGH SEAL
12604,2000,MO,"160 
",63101,6,1.5,16,STEEL,PLASTIC,STEEL,NUT FOLLOWER,ADAPTER,BELOWGROUND,OUTSIDE,METER SET,OTHER,EQUIPMENT,LEAKED THROUGH SEAL
59758,1995,CA,"0 
",94177,6,1.5,16,PLASTIC,PLASTIC,PLASTIC,STAB,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNAVAILABLE,INCORRECT OPERATION,LEAKED THROUGH SEAL
44794,1997,NY,"21 
",10003,6,1.25,16,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,NORMAC (NORTON MCMURRAY),EQUIPMENT,LEAKED THROUGH SEAL
36064,1998,NY,"21 
",10003,6,1.25,16,BRASS,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,PULLED OUT
24715,1999,MD,"289 
",15317,6,1.25,16,STEEL,PLASTIC,STEEL,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,NORMAC (NORTON MCMURRAY),INCORRECT OPERATION,LEAKED THROUGH SEAL
16269,2000,VA,"8 
",23452,6,1.5,16,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,INCORRECT OPERATION,LEAKED THROUGH SEAL
35450,1998,MD,"289 
",15317,6,1.25,16,STEEL,PLASTIC,STEEL,NUT FOLLOWER,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,OTHER,CORROSION,LEAKED THROUGH BODY
44088,1997,OH,"221 
",43216,6,1.25,16,STEEL,PLASTIC,PLASTIC,STAB,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,CORROSION,LEAKED THROUGH SEAL
37365,1998,MO,"160 
",63101,6,1.5,16,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,CONTINENTAL (CONTINENTAL INDUSTRIES),EXCAVATION DAMAGE,PULLED OUT
35046,1999,AZ,"726 
",85701,6,1.5,16,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
27286,1999,TN,"99 
",38101,6,1.5,16,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
14761,2000,PA,"24 
",19101,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",CORROSION,LEAKED THROUGH SEAL
12550,2000,TN,"288 
",37921,6,1.5,16,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,INCORRECT OPERATION,LEAKED THROUGH SEAL
7262,2001,AZ,"748 
",89150,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,CONTINENTAL (CONTINENTAL INDUSTRIES),INCORRECT OPERATION,LEAKED THROUGH SEAL
56789,1995,GA,"321 
",30303,6,1.5,16,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNAVAILABLE,EQUIPMENT,PULLED OUT
54444,1996,CA,"5 
",94303,6,1.25,16,STEEL,PLASTIC,STEEL,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
52553,1996,KS,"156 
",75204,6,1.5,16,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,RW LYALL,NATURAL FORCES,LEAKED THROUGH BODY
15921,2000,NV,"748 
",89150,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,BOLTED,TAPPING TEE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,CONTINENTAL (CONTINENTAL INDUSTRIES),INCORRECT OPERATION,LEAKED THROUGH SEAL
25167,1999,NY,"21 
",10003,6,1.5,16,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,KEROTEST,EQUIPMENT,LEAKED THROUGH BODY
1721,2001,MI,"302 
",49201,6,1.5,16,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,ABOVEGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
1828,2001,MI,"302 
",49201,6,1.5,16,STEEL,CAST/WROUGHT IRON,STEEL,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,NATURAL FORCES,LEAKED THROUGH SEAL
2691,2001,MO,"160 
",63101,6,1.5,16,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,NUT FOLLOWER,ADAPTER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,PULLED OUT
52502,1996,NM,"1632 
",87109,6,1.5,16,STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
24879,1999,VA,"28 
",23836,6,1.5,16,STEEL,STEEL,PLASTIC,OTHER COMPRESSION TYPE FITTING,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,OTHER,LEAKED THROUGH SEAL
36206,1998,NY,"21 
",10003,6,1.5,16,STEEL,STEEL,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
16079,2000,PA,"124 
",19612,6,1.5,16,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,CORROSION,LEAKED THROUGH SEAL
26729,1999,TN,"288 
",37921,6,1.25,16,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,WAYNE MANUFACTURING,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
43133,1998,WI,"190 
",53203,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,BOLTED,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
402,2001,MA,"90 
",1581,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,INCORRECT OPERATION,LEAKED THROUGH SEAL
44135,1997,OH,"221 
",43216,6,1.5,16,STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,NORMAC (NORTON MCMURRAY),OTHER,LEAKED THROUGH SEAL
57517,1995,NY,"21 
",10003,6,1.25,16,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,OTHER,ABOVEGROUND,INSIDE,SERVICE-TO-SERVICE,DRESSER,EQUIPMENT,LEAKED THROUGH SEAL
13068,2000,TN,"99 
",38101,6,1.25,16,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
54768,1996,PA,"16 
",19122,6,1.25,16,PLASTIC,PLASTIC,STEEL,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
24933,1999,VA,"28 
",23836,6,1.5,16,STEEL,STEEL,PLASTIC,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,CORROSION,LEAKED THROUGH BODY
49449,1997,WI,"201 
",54880,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,OTHER,LEAKED THROUGH SEAL
1830,2001,MI,"302 
",49201,6,1.5,16,STEEL,STEEL,STEEL,BOLTED,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,NATURAL FORCES,LEAKED THROUGH SEAL
51166,1996,OH,"221 
",43216,6,1.5,16,STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",OTHER,LEAKED THROUGH SEAL
60661,1995,VA,"298 
",24016,6,1.25,16,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNAVAILABLE,EQUIPMENT,LEAKED THROUGH SEAL
61626,1995,WA,"701 
",98009,6,1.5,16,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,RW LYALL,INCORRECT OPERATION,LEAKED THROUGH SEAL
12938,2000,KY,"142 
",40202,6,1.5,16,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,STAB,RISER,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,MATERIAL OR WELDS/FUSIONS,PULLED OUT
30572,1999,NV,"748 
",89150,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,BOLTED,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,CONTINENTAL (CONTINENTAL INDUSTRIES),INCORRECT OPERATION,LEAKED THROUGH SEAL
14030,2000,NY,"93 
",10965,6,1.25,16,PLASTIC,STEEL,PLASTIC,NUT FOLLOWER,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
57201,1995,VA,"221 
",43216,6,1.5,16,STEEL,PLASTIC,STEEL,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,NORMAC,OTHER,LEAKED THROUGH SEAL
31965,1999,DC,"25 
",20080,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
51662,1996,NY,"21 
",10003,6,1.25,16,STEEL,CAST/WROUGHT IRON,PLASTIC,BOLTED,SERVICE OR MAIN TEE,BELOWGROUND,INSIDE,MAIN-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
40229,1998,PA,"16 
",19122,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,KEROTEST,EQUIPMENT,LEAKED THROUGH SEAL
25166,1999,NY,"21 
",10003,6,1.5,16,PLASTIC,PLASTIC,PLASTIC,STAB,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,OTHER,EQUIPMENT,LEAKED THROUGH SEAL
37480,1998,KY,"142 
",40202,6,1.5,16,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,STAB,RISER,ABOVEGROUND,OUTSIDE,METER SET,OTHER,EQUIPMENT,LEAKED THROUGH SEAL
35538,1998,OH,"223 
",43215,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,OTHER,LEAKED THROUGH SEAL
7582,2001,MO,"161 
",63166,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,ADAPTER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,CHICAGO,INCORRECT OPERATION,PULLED OUT
27444,1999,MA,"54 
",2346,6,1.5,16,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,VALVE,ABOVEGROUND,OUTSIDE,METER SET,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",OTHER,LEAKED THROUGH SEAL
56370,1996,IA,"330 
",51102,6,1.5,16,PLASTIC,PLASTIC,STEEL,STAB,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,OTHER,MATERIAL OR WELDS/FUSIONS,PULLED OUT
44152,1997,OH,"221 
",43216,6,1.25,16,STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",OTHER,LEAKED THROUGH SEAL
58038,1995,AL,"172 
",35630,6,1.25,16,COMBINATION PLASTIC AND STEEL,STEEL,STEEL,NUT FOLLOWER,OTHER,ABOVEGROUND,OUTSIDE,METER SET,UNAVAILABLE,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
54815,1996,PA,"16 
",19122,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,KEROTEST,EQUIPMENT,LEAKED THROUGH SEAL
40208,1998,PA,"16 
",19122,6,1.25,16,PLASTIC,STEEL,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,KEROTEST,EQUIPMENT,LEAKED THROUGH SEAL
24486,1999,MD,"38 
",21201,6,1.5,16,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,CONTINENTAL (CONTINENTAL INDUSTRIES),OTHER,PULLED OUT
52698,1996,IN,"170 
",47025,6,1.25,16,STEEL,PLASTIC,CAST/WROUGHT IRON,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,METER SET,NORMAC,EQUIPMENT,LEAKED THROUGH SEAL
4556,2001,IL,"259 
",60507,6,1.5,16,STEEL,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,ADAPTER,ABOVEGROUND,OUTSIDE,METER SET,CHICAGO,EQUIPMENT,LEAKED THROUGH SEAL
38182,1998,PA,"188 
",14221,6,1.5,16,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
3836,2001,NY,"81 
",14649,6,1.5,16,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,VALVE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,HANDLEY,INCORRECT OPERATION,LEAKED THROUGH SEAL
51182,1996,OH,"221 
",43216,6,1.25,16,STEEL,PLASTIC,STEEL,STAB,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,OTHER,LEAKED THROUGH SEAL
24627,1999,NY,"55 
",12601,6,1.5,16,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
13431,2000,OH,"255 
",43055,6,1.5,16,STEEL,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,RISER,ABOVEGROUND,OUTSIDE,METER SET,NORMAC (NORTON MCMURRAY),INCORRECT OPERATION,LEAKED THROUGH SEAL
822,2001,OH,"223 
",43215,6,1.25,16,STEEL,STEEL,PLASTIC,NUT FOLLOWER,COUPLING,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,NORMAC (NORTON MCMURRAY),CORROSION,LEAKED THROUGH BODY
5196,2001,CA,"128 
",94583,6,1.5,16,STEEL,STEEL,PLASTIC,OTHER COMPRESSION TYPE FITTING,ADAPTER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,INCORRECT OPERATION,LEAKED THROUGH SEAL
47333,1997,IN,"195 
",46410,6,1.5,16,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,KEROTEST,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
27834,1999,NY,"81 
",14649,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,STAB,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
49074,1997,SC,"62 
",29033,6,1.5,16,STEEL,STEEL,STEEL,NUT FOLLOWER,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
11385,2000,NY,"21 
",10003,6,1.5,16,PLASTIC,PLASTIC,COPPER,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
36037,1998,NY,"21 
",10003,6,1.5,16,STEEL,PLASTIC,STEEL,STAB,ADAPTER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,MUELLER,EQUIPMENT,PULLED OUT
40928,1998,NJ,"26 
",8037,6,1.5,16,STEEL,PLASTIC,STEEL,NUT FOLLOWER,TRANSITION FITTING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
37575,1998,KY,"142 
",40202,6,1.5,16,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,MATERIAL OR WELDS/FUSIONS,PULLED OUT
30548,1999,NV,"748 
",89150,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,BOLTED,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,CONTINENTAL (CONTINENTAL INDUSTRIES),INCORRECT OPERATION,LEAKED THROUGH SEAL
41518,1998,KY,"175 
",45202,6,1.25,16,STEEL,STEEL,PLASTIC,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,NORMAC (NORTON MCMURRAY),NATURAL FORCES,LEAKED THROUGH SEAL
61671,1995,WI,"201 
",53201,6,1.25,16,STEEL,STEEL,STEEL,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,DRESSER,NATURAL FORCES,LEAKED THROUGH SEAL
61203,1995,TX,"218 
",78746,6,1.25,16,STEEL,STEEL,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,DRESSER,EQUIPMENT,LEAKED THROUGH SEAL
